VAR_ROT0.00_SH_Z0.017_Y0.279/Z0.017Y0.279O_IN0.00OUTA1.77_F7_M.50.PMS 
     0.50000000     0.70400000     0.27900000     0.01700000 
                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                  36                  37                  38                  39                  40                  41                  42                  43                  44                  45                  46                  47                  48                  49                  50                  51                  52                  53                  54                  55                  56                  57                  58                  59                  60                  61                  62                  63                  64                  65                  66                  67                  68                  69                  70 
BEGIN TRACK 
                MODE                MASS                 AGE               Dtime               LOG_L              LOG_TE                CONV               QSCHW               QDISC               QINTE                QHEL              QCAROX              LOG_Tc             LOG_RHc              LOG_Pc               QTMAX                XCEN               XHE3C                YCEN                  DM                RATE                   M                 MO1              XC_cen              XO_cen              XN_cen              Rhtmax                Xsup                Ysup               XCsup               XOsup               XNsup             XC13sup                LNUC                  LX                 QH1                 QH2                  LY                QHE1                QHE2                  LC                 QC1                 QC2              LNEUTR             L_EX_LT             lgL_SCT              lgL_AC            lgL_AC_T              L_GRAV               Rstar                 r_x              tau_xy             tau_thy                f_th                 n_c            aL_x_tot                  MU                MU_E                 CI1                 CF1                 CI2                 CF2                 CI3                 CF3                 CI4                 CF4                 CI5                 CF5                MFIT             CPU_SEC
                 396    5.0000000000e-01    6.7329985000e-01    4.9996000000e-02    1.5276000000e+00    3.5706800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4983600000e+00   -2.6360900000e+00    1.0983130000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9737000000e-01    9.7393200000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.4829000000e+02
                 397    5.0000000000e-01    7.2919700700e-01    5.5897000000e-02    1.5275900000e+00    3.5706800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4983600000e+00   -2.6360800000e+00    1.0983150000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9737000000e-01    9.7392400000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.4847000000e+02
                 398    5.0000000000e-01    7.9169193000e-01    6.2495000000e-02    1.5275800000e+00    3.5706800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4983700000e+00   -2.6360700000e+00    1.0983160000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9737000000e-01    9.7391500000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.4870000000e+02
                 399    5.0000000000e-01    8.6156337700e-01    6.9871000000e-02    1.5275800000e+00    3.5706800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4983700000e+00   -2.6360600000e+00    1.0983170000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9738000000e-01    9.7390600000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.4893000000e+02
                 400    5.0000000000e-01    9.3968203000e-01    7.8119000000e-02    1.5275700000e+00    3.5706800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4983800000e+00   -2.6360500000e+00    1.0983190000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9738000000e-01    9.7389500000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.4909000000e+02
                 401    5.0000000000e-01    1.0270213400e+00    8.7339000000e-02    1.5275600000e+00    3.5706800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4983800000e+00   -2.6360300000e+00    1.0983210000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9738000000e-01    9.7388300000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.4929000000e+02
                 402    5.0000000000e-01    1.1246696500e+00    9.7648000000e-02    1.5275500000e+00    3.5706800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4983900000e+00   -2.6360200000e+00    1.0983230000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7387000000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.4950000000e+02
                 403    5.0000000000e-01    1.2338437900e+00    1.0917000000e-01    1.5275400000e+00    3.5706800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4983900000e+00   -2.6360000000e+00    1.0983250000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7385500000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.4970000000e+02
                 404    5.0000000000e-01    1.3559041900e+00    1.2206000000e-01    1.5275300000e+00    3.5706800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4984000000e+00   -2.6359800000e+00    1.0983280000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7383900000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.4999000000e+02
                 405    5.0000000000e-01    1.4923718600e+00    1.3647000000e-01    1.5275100000e+00    3.5706900000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4984100000e+00   -2.6359600000e+00    1.0983310000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7382000000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5017000000e+02
                 406    5.0000000000e-01    1.6449473500e+00    1.5258000000e-01    1.5275000000e+00    3.5706900000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4984100000e+00   -2.6359300000e+00    1.0983340000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7379900000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5034000000e+02
                 407    5.0000000000e-01    1.8155319400e+00    1.7058000000e-01    1.5274800000e+00    3.5706900000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4984200000e+00   -2.6359000000e+00    1.0983380000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7377600000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5048000000e+02
                 408    5.0000000000e-01    2.0062513100e+00    1.9072000000e-01    1.5274600000e+00    3.5706900000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4984300000e+00   -2.6358700000e+00    1.0983420000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7375000000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5072000000e+02
                 409    5.0000000000e-01    2.2194820400e+00    2.1323000000e-01    1.5274400000e+00    3.5706900000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4984500000e+00   -2.6358400000e+00    1.0983470000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7372100000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5102000000e+02
                 410    5.0000000000e-01    2.4578812500e+00    2.3840000000e-01    1.5274200000e+00    3.5706900000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4984600000e+00   -2.6358000000e+00    1.0983520000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7368900000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5117000000e+02
                 411    5.0000000000e-01    2.7244196700e+00    2.6654000000e-01    1.5273900000e+00    3.5706900000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4984700000e+00   -2.6357600000e+00    1.0983580000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7365200000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5131000000e+02
                 412    5.0000000000e-01    3.0224186800e+00    2.9800000000e-01    1.5273600000e+00    3.5706900000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4984900000e+00   -2.6357100000e+00    1.0983640000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7361200000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5155000000e+02
                 413    5.0000000000e-01    3.3555917000e+00    3.3317000000e-01    1.5273300000e+00    3.5707000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4985100000e+00   -2.6356600000e+00    1.0983710000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7356600000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5180000000e+02
                 414    5.0000000000e-01    3.7280904700e+00    3.7250000000e-01    1.5272900000e+00    3.5707000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.4985300000e+00   -2.6356000000e+00    1.0983790000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.1000000000e+02    3.2100000000e+02    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.6360000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01    9.9739000000e-01    9.7351600000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2085000000e-01    0.0000000000e+00    9.9271095160e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9271095160e-01    9.5199000000e+02
